ship_date,weight_kg,volume_cubic_m,distance_km,shipping_cost_usd,carrier,delivery_days,damaged,late_delivery,priority,ship_month,cost_per_kg
2021-05-04 13:37:26.545766,67.24,0.961,1314.2,50.1,ups,7.0,0.0,0.0,same day,5.0,0.7450922070196313
2021-02-08 15:30:00.988439,22.53,0.119,767.2,4.11,fedex,8.0,1.0,1.0,express,2.0,0.18242343541944075
2021-07-11 07:05:07.951873,19.88,0.203,566.4,18.61,fedex,8.0,0.0,0.0,same day,7.0,0.9361167002012073
2021-02-18 05:14:23.076705,40.47,0.114,1216.1,23.81,usps,11.0,0.0,0.0,economy,2.0,0.5883370397825549
2023-08-10 23:16:56.680295,6.73,0.598,417.4,4.11,fedex,2.0,0.0,0.0,economy,8.0,0.6106983655274889
2021-10-23 08:49:59.218271,5.63,0.094,374.4,9.76,fedex,4.0,0.0,0.0,express,10.0,1.733570159857904
,11.05,0.177,236.4,20.72,fedex,8.0,0.0,0.0,express,,1.8751131221719455
2022-06-14 14:41:37.263735,6.11,0.542,314.7,8.03,ontrac,2.0,0.0,1.0,standard,6.0,1.3142389525368248
2021-08-04 09:03:45.103185,10.14,1.092,160.5,13.844999999999999,fedex,1.0,0.0,1.0,express,8.0,1.3653846153846152
2022-03-31 06:10:01.321775,6.39,0.286,1536.8,18.44,dhl,2.0,0.0,1.0,overnight,3.0,2.885758998435055
2024-09-04 16:16:42.119394,38.43,0.624,231.9,17.81,fedex,4.0,0.0,0.0,overnight,9.0,0.46344002081707
2021-05-14 18:59:48.335266,32.94,0.256,428.6,24.62,amazon logistics,2.0,0.0,0.0,same day,5.0,0.7474195506982393
2024-10-18 16:13:02.912225,12.07,1.341,585.0,21.75,fedex,11.0,0.0,0.0,same day,10.0,1.8019884009942004
2022-10-07 09:56:06.628581,17.29,0.056,91.0,15.74,fedex,10.0,0.0,0.0,standard,10.0,0.9103528050896472
2024-11-06 19:31:38.370999,29.45,0.147,497.9,37.95,ontrac,13.0,1.0,0.0,standard,11.0,1.2886247877758914
2024-12-20 20:45:18.507327,28.16,0.659,628.2,21.32,ups,1.0,0.0,1.0,economy,12.0,0.7571022727272727
2023-07-12 21:29:06.913968,3.34,0.416,106.4,8.26,fedex,5.0,0.0,0.0,express,7.0,2.4730538922155687
2022-09-20 19:04:34.386978,10.41,0.559,989.3,19.99,fedex,2.0,0.0,0.0,unknown,9.0,1.9202689721421708
2024-08-09 04:07:54.769212,13.06,0.087,137.0,16.38,fedex,13.0,0.0,0.0,economy,8.0,1.2542113323124042
2021-09-23 06:22:57.639478,14.36,0.618,964.2,20.71,usps,3.0,0.0,0.0,overnight,9.0,1.4422005571030643
2023-02-03 21:37:23.783841,21.46,0.493,254.8,20.41,fedex,7.0,1.0,0.0,economy,2.0,0.951071761416589
2024-01-30 16:00:32.193716,19.28,0.217,97.0,17.22,amazon logistics,13.0,0.0,0.0,economy,1.0,0.8931535269709543
,14.95,1.216,343.1,12.59,fedex,12.0,0.0,1.0,express,,0.8421404682274248
2024-01-31 10:51:29.413040,37.77,0.218,180.9,35.75,ups,3.0,0.0,0.0,unknown,1.0,0.9465184008472332
2024-07-30 13:48:13.537906,36.0,0.421,170.0,20.34,fedex,11.0,0.0,0.0,standard,7.0,0.565
2021-12-28 19:20:44.090886,3.61,0.28,139.2,20.53,fedex,12.0,0.0,0.0,unknown,12.0,5.686980609418283
2022-05-30 06:48:04.093810,15.83,0.015,1320.9,6.63,ontrac,2.0,0.0,1.0,express,5.0,0.41882501579279846
,101.16,0.745,320.5,48.15,dhl,5.0,0.0,1.0,express,,0.47597864768683273
2023-09-28 13:53:45.134735,28.47,0.265,230.6,5.37,ontrac,9.0,0.0,0.0,express,9.0,0.1886195995785037
2024-05-31 04:02:48.221192,14.07,0.919,77.5,10.82,usps,5.0,0.0,0.0,economy,5.0,0.7690120824449183
,21.78,0.331,112.0,16.41,fedex,11.0,0.0,0.0,economy,,0.7534435261707989
2023-08-31 16:22:16.549612,36.25,0.367,235.9,29.47,dhl,4.0,0.0,0.0,overnight,8.0,0.8129655172413793
2022-10-28 21:33:43.382518,57.32,0.331,249.1,21.94,fedex,12.0,0.0,0.0,standard,10.0,0.3827634333565946
2024-08-07 07:38:41.689760,2.59,0.609,228.2,18.56,ups,10.0,1.0,0.0,express,8.0,7.166023166023166
,8.69,0.471,127.3,4.8,fedex,11.0,0.0,0.0,economy,,0.5523590333716916
2022-06-11 07:39:39.694397,14.68,0.345,1068.3,21.27,dhl,13.0,0.0,1.0,same day,6.0,1.4489100817438691
2024-03-12 22:50:49.381401,8.87,0.385,120.0,3.56,dhl,3.0,0.0,0.0,same day,3.0,0.40135287485907556
2022-09-18 06:24:46.466007,31.9,0.427,251.4,29.18,fedex,7.0,0.0,0.0,standard,9.0,0.9147335423197492
2021-09-27 21:35:28.393292,18.23,0.125,1464.9,31.37,usps,1.0,0.0,0.0,economy,9.0,1.7207899067471202
2021-02-24 22:43:56.390709,7.73,0.085,1955.4,35.02,fedex,13.0,0.0,0.0,express,2.0,4.530401034928849
2021-03-13 11:22:50.757803,13.0,0.625,69.6,27.95,fedex,13.0,0.0,0.0,same day,3.0,2.15
2022-04-14 17:15:39.359113,4.05,0.331,376.3,14.05,ontrac,4.0,0.0,0.0,standard,4.0,3.469135802469136
2024-04-05 05:53:16.084242,27.62,0.345,402.3,12.46,fedex,13.0,0.0,0.0,economy,4.0,0.4511223750905141
,4.93,0.435,130.2,24.22,dhl,11.0,0.0,0.0,unknown,,4.9127789046653145
2023-08-28 09:30:56.622702,16.94,0.156,207.2,10.36,usps,8.0,0.0,0.0,overnight,8.0,0.6115702479338843
2023-02-16 16:35:23.301329,6.89,0.071,251.0,10.39,fedex,12.0,0.0,0.0,express,2.0,1.5079825834542817
2024-01-20 06:15:07.025313,42.46,0.282,107.5,18.83,ups,4.0,0.0,0.0,unknown,1.0,0.44347621290626466
2022-03-16 10:56:59.422997,22.29,0.57,66.1,16.22,ontrac,2.0,0.0,0.0,express,3.0,0.7276805742485419
2024-03-10 07:57:59.771331,10000.0,0.336,207.0,4998.67,amazon logistics,5.0,0.0,0.0,unknown,3.0,0.499867
2021-03-12 23:16:27.804888,2.14,0.211,93.1,6.74,usps,3.0,0.0,0.0,economy,3.0,3.149532710280374
2021-11-08 06:49:52.243152,10000.0,1.506,131.9,4997.75,dhl,1.0,0.0,0.0,overnight,11.0,0.499775
2024-11-11 21:15:42.141864,7.38,1.035,308.2,13.844999999999999,amazon logistics,9.0,0.0,0.0,standard,11.0,1.8760162601626016
2022-09-25 02:24:46.110007,5.34,0.57,393.3,9.87,dhl,12.0,0.0,0.0,standard,9.0,1.848314606741573
2023-09-29 22:29:44.742997,21.6,0.281,567.2,7.74,fedex,4.0,0.0,0.0,overnight,9.0,0.35833333333333334
2024-03-09 02:00:27.129255,21.27,0.374,247.1,15.14,fedex,10.0,0.0,0.0,standard,3.0,0.7118006582040433
2022-10-24 16:08:22.661227,52.04,0.331,295.7,34.28,amazon logistics,9.0,0.0,0.0,overnight,10.0,0.6587240584166026
2023-08-26 08:23:06.477284,25.15,0.077,401.8,22.64,ups,4.0,0.0,0.0,express,8.0,0.9001988071570577
2022-08-16 06:35:57.637294,22.53,0.015,242.0,5.19,fedex,2.0,0.0,1.0,express,8.0,0.2303595206391478
2021-10-03 00:41:54.645032,41.11,1.392,361.1,36.44,usps,7.0,1.0,0.0,express,10.0,0.8864023351982485
2024-12-11 00:57:25.106986,9.89,0.154,797.4,13.77,usps,11.0,1.0,0.0,standard,12.0,1.3923154701718907
2022-05-30 12:41:14.247924,9.37,0.044,677.1,14.37,dhl,7.0,0.0,0.0,overnight,5.0,1.5336179295624333
2023-11-29 12:51:28.134520,27.8,0.489,544.8,8.53,ups,11.0,0.0,0.0,standard,11.0,0.3068345323741007
2024-11-01 08:23:58.963796,1.74,0.255,340.8,5.6,unknown,10.0,1.0,0.0,standard,11.0,3.2183908045977008
2023-08-12 16:10:07.070198,28.66,0.603,120.7,7.87,amazon logistics,11.0,0.0,0.0,economy,8.0,0.2745987438939288
2021-07-12 12:04:49.407730,29.22,1.14,678.9,22.39,fedex,13.0,0.0,0.0,express,7.0,0.7662559890485969
2022-07-16 19:36:03.441622,20.81,0.066,32.3,16.86,fedex,8.0,0.0,1.0,express,7.0,0.810187409899087
2022-12-08 10:54:01.436548,3.99,0.164,29.0,13.844999999999999,fedex,8.0,0.0,1.0,economy,12.0,3.4699248120300745
2023-01-13 04:52:25.617907,5.8,0.491,603.4,4.05,usps,1.0,0.0,1.0,express,1.0,0.6982758620689655
2022-05-21 07:33:29.919061,38.47,0.41,432.7,16.74,fedex,5.0,0.0,0.0,overnight,5.0,0.43514426826098257
2023-02-02 10:19:29.201698,0.68,0.068,204.4,10.42,ups,3.0,0.0,0.0,standard,2.0,15.323529411764705
2023-02-12 11:11:39.543031,19.72,1.14,1052.8,13.58,fedex,5.0,0.0,0.0,economy,2.0,0.6886409736308317
2024-05-23 13:48:56.389702,96.43,0.392,320.5,43.75,usps,9.0,0.0,1.0,standard,5.0,0.45369698226692934
2024-08-01 12:59:28.318141,8.51,0.658,76.2,0.84,usps,3.0,0.0,0.0,standard,8.0,0.09870740305522914
2024-10-26 05:47:26.522446,1.39,0.398,818.5,9.49,fedex,11.0,0.0,0.0,express,10.0,6.827338129496404
2022-08-01 15:20:18.549662,2.96,0.331,1261.3,13.844999999999999,fedex,2.0,0.0,0.0,overnight,8.0,4.677364864864865
2023-12-03 12:38:05.584673,43.57,0.198,181.5,36.71,fedex,5.0,1.0,0.0,express,12.0,0.8425522148267156
2021-03-08 14:53:06.535395,5.43,0.09,199.5,4.06,amazon logistics,9.0,0.0,0.0,standard,3.0,0.7476979742173112
2023-10-17 11:51:24.935875,15.93,0.669,185.8,18.78,ups,2.0,0.0,1.0,overnight,10.0,1.1789077212806027
2023-04-03 00:56:02.935545,34.89,0.167,51.2,18.2,ontrac,5.0,0.0,1.0,overnight,4.0,0.5216394382344511
2024-05-14 13:27:29.657037,26.03,0.03,1518.8,23.39,usps,2.0,0.0,0.0,same day,5.0,0.8985785631963119
2022-11-23 08:22:17.792517,32.94,1.195,277.3,22.35,amazon logistics,9.0,0.0,0.0,standard,11.0,0.6785063752276868
2024-04-13 03:56:52.155059,24.12,0.187,304.6,11.01,amazon logistics,11.0,0.0,0.0,standard,4.0,0.45646766169154224
2024-12-16 23:14:56.983940,53.8,0.181,631.0,33.63,dhl,10.0,0.0,0.0,express,12.0,0.6250929368029741
2021-04-02 19:22:42.433366,2.74,0.428,1050.6,9.04,amazon logistics,12.0,0.0,0.0,economy,4.0,3.2992700729927003
2023-05-02 22:34:59.654655,33.0,0.009,353.2,13.72,fedex,1.0,0.0,0.0,express,5.0,0.41575757575757577
2023-09-21 18:39:48.534606,16.61,0.54,296.8,21.35,amazon logistics,13.0,0.0,0.0,express,9.0,1.2853702588801927
2024-04-12 17:16:00.644195,18.15,0.285,128.9,20.78,ups,11.0,0.0,0.0,express,4.0,1.1449035812672177
2024-11-10 21:54:33.239851,2.51,0.239,185.8,9.94,fedex,3.0,0.0,1.0,economy,11.0,3.960159362549801
2024-10-05 19:11:26.320144,27.32,0.645,1176.2,25.28,ontrac,2.0,0.0,0.0,overnight,10.0,0.9253294289897511
2022-12-21 18:27:02.121315,22.81,0.655,1430.6,26.87,amazon logistics,3.0,0.0,0.0,express,12.0,1.1779921087242438
,14.43,0.153,3.8,9.02,fedex,11.0,0.0,0.0,express,,0.625086625086625
2024-11-26 03:21:21.469972,73.26,0.317,233.2,47.11,fedex,9.0,0.0,1.0,economy,11.0,0.643052143052143
2024-09-23 08:18:47.192996,23.4,0.568,621.1,31.34,fedex,2.0,0.0,0.0,express,9.0,1.3393162393162394
2021-05-14 07:59:32.573639,12.16,1.596,225.7,0.11,amazon logistics,13.0,0.0,0.0,standard,5.0,0.009046052631578948
2022-07-11 10:53:59.002337,45.91,0.391,221.4,13.844999999999999,amazon logistics,11.0,0.0,0.0,overnight,7.0,0.3015682857765193
2024-12-15 09:54:34.199150,8.35,0.235,178.5,0.42,unknown,12.0,0.0,0.0,standard,12.0,0.050299401197604794
2021-09-04 16:55:03.228464,14.9,0.408,1311.5,46.0,ups,5.0,0.0,0.0,standard,9.0,3.087248322147651
2024-03-12 03:46:50.611624,43.01,0.581,496.9,20.11,fedex,5.0,0.0,0.0,overnight,3.0,0.467565682399442
,3.13,2.014,78.5,4.56,usps,12.0,0.0,0.0,express,,1.4568690095846644
2024-09-02 23:17:42.743817,10.97,0.153,50000.0,508.07,amazon logistics,6.0,0.0,1.0,economy,9.0,46.31449407474931
2021-11-13 00:07:57.788959,10.51,0.328,653.8,8.34,dhl,4.0,0.0,0.0,standard,11.0,0.7935299714557564
2024-10-22 08:01:57.849584,3.49,0.136,139.1,7.63,fedex,10.0,0.0,0.0,express,10.0,2.1862464183381087
,12.94,0.53,591.1,10.59,fedex,3.0,0.0,1.0,express,,0.8183925811437404
2021-12-01 16:31:14.436790,20.11,0.925,583.7,0.45,dhl,8.0,0.0,0.0,standard,12.0,0.02237692690203879
2024-07-11 19:31:46.407098,92.3,0.796,1237.6,56.81,fedex,2.0,0.0,0.0,standard,7.0,0.6154929577464789
2022-04-18 23:31:07.369884,28.81,0.331,405.5,16.21,usps,3.0,0.0,0.0,express,4.0,0.5626518569940994
2023-02-12 09:26:53.481296,17.04,0.318,1051.2,39.5,fedex,7.0,0.0,0.0,express,2.0,2.318075117370892
2021-06-25 01:49:29.576028,6.04,0.501,490.5,6.95,fedex,7.0,0.0,0.0,overnight,6.0,1.150662251655629
2022-04-08 10:23:25.561906,31.68,0.951,1128.7,24.07,usps,9.0,0.0,1.0,express,4.0,0.7597853535353536
2021-05-11 21:00:19.424519,0.65,0.681,140.7,6.38,fedex,7.0,0.0,0.0,overnight,5.0,9.815384615384614
2023-02-19 20:53:34.996962,73.92,0.077,934.7,50.99,fedex,10.0,0.0,0.0,express,2.0,0.6897997835497836
2022-12-18 04:51:15.687832,2.15,0.853,21.0,16.64,fedex,8.0,0.0,0.0,express,12.0,7.739534883720931
2024-01-20 01:45:23.598980,14.26,0.335,21.1,16.84,unknown,13.0,0.0,0.0,overnight,1.0,1.1809256661991585
2023-03-10 19:08:46.287889,21.37,0.141,31.6,1.18,fedex,6.0,0.0,1.0,overnight,3.0,0.05521759475900795
2021-07-20 16:05:16.868019,0.03,0.065,1272.8,24.64,fedex,1.0,0.0,0.0,same day,7.0,821.3333333333334
2024-06-04 05:58:24.923842,9.38,0.331,0.4,5.16,dhl,2.0,1.0,0.0,same day,6.0,0.5501066098081023
2021-05-14 21:00:38.986712,20.82,0.503,1118.9,14.27,unknown,11.0,0.0,0.0,standard,5.0,0.6853986551392891
2021-08-29 20:40:40.751724,17.46,0.281,311.2,4.55,fedex,3.0,0.0,1.0,same day,8.0,0.2605956471935853
2024-11-16 09:54:50.125848,60.59,0.24,286.1,24.79,amazon logistics,13.0,0.0,0.0,express,11.0,0.40914342300709683
,10.18,0.254,126.4,4.61,usps,5.0,0.0,0.0,standard,,0.45284872298624756
2022-01-20 22:59:12.651981,18.71,0.178,87.8,11.72,fedex,12.0,1.0,0.0,standard,1.0,0.626402993051844
2024-10-04 07:53:47.552731,1.48,0.044,635.4,19.36,fedex,13.0,0.0,0.0,standard,10.0,13.08108108108108
2021-02-06 23:02:24.671224,37.15,0.418,1686.9,48.12,fedex,7.0,0.0,0.0,same day,2.0,1.2952893674293404
2024-12-02 12:09:40.964083,29.96,0.046,9.6,13.32,usps,10.0,0.0,0.0,standard,12.0,0.4445927903871829
2021-08-10 21:29:11.568154,37.77,0.297,382.5,11.08,usps,10.0,1.0,1.0,standard,8.0,0.29335451416468095
2023-10-10 11:59:08.082728,0.46,0.115,264.4,4.54,ontrac,5.0,0.0,1.0,economy,10.0,9.869565217391305
2024-06-08 21:54:22.574506,23.49,0.185,479.7,19.17,fedex,11.0,0.0,0.0,standard,6.0,0.8160919540229886
2023-10-06 07:32:32.810138,5.07,0.147,68.0,4.49,dhl,11.0,0.0,0.0,express,10.0,0.8856015779092702
2023-12-01 06:54:12.473677,26.91,0.274,431.6,25.22,fedex,7.0,0.0,0.0,express,12.0,0.9371980676328502
2023-02-19 08:23:06.117358,42.92,0.071,116.2,29.93,fedex,8.0,0.0,0.0,overnight,2.0,0.6973438956197576
,43.84,0.222,774.8,26.98,usps,8.0,0.0,1.0,unknown,,0.615419708029197
2023-02-16 02:18:19.144953,64.66,0.343,1156.1,40.44,usps,9.0,0.0,0.0,express,2.0,0.6254253015774822
2022-07-07 01:52:58.634108,10.85,0.006,154.9,16.09,fedex,7.0,1.0,0.0,express,7.0,1.4829493087557604
2023-04-16 16:45:02.989800,18.05,0.655,322.8,29.67,dhl,8.0,0.0,0.0,standard,4.0,1.6437673130193906
2023-07-06 05:13:48.750288,0.58,0.303,24.9,17.63,ontrac,9.0,0.0,0.0,express,7.0,30.396551724137932
2022-11-13 16:19:58.988033,22.6,0.641,1144.0,23.64,fedex,11.0,0.0,1.0,express,11.0,1.0460176991150443
,32.02,0.609,516.8,5.0,usps,3.0,0.0,0.0,standard,,0.1561524047470331
2021-06-18 07:41:46.555538,11.52,0.607,1128.6,23.04,amazon logistics,6.0,0.0,1.0,overnight,6.0,2.0
2021-05-25 01:24:24.938882,6.67,0.033,1661.9,11.9,dhl,13.0,0.0,1.0,economy,5.0,1.7841079460269866
2024-04-29 03:08:48.049411,5.84,0.169,62.8,14.33,unknown,7.0,0.0,0.0,same day,4.0,2.453767123287671
2022-05-17 13:02:03.362060,20.89,0.668,227.3,5.59,dhl,3.0,0.0,0.0,express,5.0,0.26759214935375775
2024-08-02 17:59:34.366491,38.9,0.389,402.0,16.4,usps,13.0,0.0,0.0,same day,8.0,0.42159383033419023
2024-01-03 18:29:51.677440,5.41,0.267,697.9,24.23,ups,2.0,0.0,1.0,unknown,1.0,4.478743068391867
2023-08-20 02:19:00.547003,17.36,0.991,483.3,23.79,ups,2.0,0.0,0.0,economy,8.0,1.3703917050691243
2021-08-03 09:54:22.278574,14.9,0.331,32.1,11.62,ups,12.0,0.0,0.0,overnight,8.0,0.7798657718120805
2021-01-03 01:54:10.900519,4.71,0.164,319.5,17.27,fedex,1.0,0.0,0.0,same day,1.0,3.6666666666666665
2023-07-31 10:00:28.293766,1.27,0.342,405.8,11.11,dhl,5.0,0.0,0.0,express,7.0,8.74803149606299
2024-08-19 07:29:47.140344,18.78,3.432,119.0,1.97,usps,3.0,0.0,1.0,express,8.0,0.10489882854100106
2021-12-17 07:07:04.617343,31.24,0.466,718.1,39.16,usps,1.0,0.0,0.0,economy,12.0,1.2535211267605633
2022-06-24 21:36:52.150903,14.69,0.001,190.4,14.83,dhl,8.0,0.0,0.0,standard,6.0,1.0095302927161334
2024-05-12 08:43:43.890457,17.57,0.122,818.1,29.93,ups,13.0,0.0,0.0,economy,5.0,1.703471826977803
2021-05-21 07:07:59.450973,1.5,0.122,365.6,6.75,unknown,4.0,1.0,0.0,same day,5.0,4.5
2021-05-07 19:02:04.840172,0.0,0.716,1034.3,11.44,fedex,13.0,0.0,1.0,standard,5.0,inf
2021-04-27 15:47:54.330444,60.07,0.712,327.4,17.06,ups,3.0,0.0,1.0,express,4.0,0.2840019976693857
2021-04-03 19:55:05.523357,12.95,0.92,51.2,8.53,ups,3.0,0.0,0.0,express,4.0,0.6586872586872586
